file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/SandBoxItemCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.SandBoxItemCustomPersistenceHandler,class,29,28,2,42,21,0.0,0.0,7,0,6,0,1,0,7,0,0,0,4,0,0,1,3,0,0,0,3,136,8,3,2,2,0,29,7,33,3,32,4,0,0,0,119,1,4
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/TimeDTOCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.TimeDTOCustomPersistenceHandler,class,13,7,2,11,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,1,0,1,0,0,1,0,2,35,6,0,0,1,0,2,0,8,2,8,1,0,0,0,60,1,1
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/RequestDTOCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.RequestDTOCustomPersistenceHandler,class,6,1,3,4,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,7,1,0,0,0,0,0,0,2,0,2,0,0,0,0,35,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/StructuredContentTypeCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler$Anonymous1,anonymous,3,9,1,7,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,8,0,0,0,2,0,0,0,1,0,0,0,4,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/StructuredContentTypeCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler,class,37,35,2,91,35,0.11111111,0.13333334,10,0,8,0,2,0,10,0,0,0,3,0,0,1,2,0,0,0,6,229,10,10,6,3,0,21,15,51,3,47,5,1,0,0,98,1,3
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/PagesCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.PagesCustomPersistenceHandler,class,38,29,2,81,65,0.12087912,0.12087912,14,0,10,0,4,0,14,0,0,2,4,2,0,2,2,0,1,0,5,228,12,3,4,5,1,42,17,67,10,61,4,0,0,0,137,1,5
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/PendingSandBoxItemCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.PendingSandBoxItemCustomPersistenceHandler,class,26,18,3,34,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,3,86,3,3,2,2,0,19,5,27,3,26,4,0,0,0,104,1,4
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/PageTemplateCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.PageTemplateCustomPersistenceHandler$Anonymous1,anonymous,3,9,1,7,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,8,0,0,0,2,0,0,0,1,0,0,0,4,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/PageTemplateCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.PageTemplateCustomPersistenceHandler,class,36,35,2,90,35,0.11111111,0.13333334,10,0,8,0,2,0,10,0,0,0,3,0,0,1,2,0,0,0,6,229,10,10,6,3,0,18,15,51,3,47,5,1,0,0,96,1,3
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/StructuredContentItemCriteriaCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.StructuredContentItemCriteriaCustomPersistenceHandler,class,13,12,2,20,9,0.2,0.2,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,4,69,5,0,0,3,0,9,6,22,3,18,2,0,0,0,63,1,3
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/StaticAssetCustomPersistenceHandler.java,org.broadleafcommerce.cms.admin.server.handler.StaticAssetCustomPersistenceHandler,class,47,36,2,109,100,0.073529415,0.073529415,16,0,11,0,5,0,17,0,0,2,7,2,0,2,5,0,1,0,4,287,13,1,2,6,2,65,15,60,13,56,3,0,0,0,150,1,4
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/file/module/StaticAssetsListClientyEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.file.module.StaticAssetsListClientyEntityModule,class,13,4,2,10,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,2,0,1,1,0,5,0,5,2,1,0,0,38,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/file/module/StaticAssetsListClientyEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.file.module.StaticAssetsListClientyEntityModule$Anonymous1,anonymous,7,8,1,11,6,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,0,0,4,0,2,0,2,1,0,0,0,28,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/file/StaticAssetsTileGridDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.file.StaticAssetsTileGridDataSourceFactory,class,8,3,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18,0,0,2,0,0,1,0,5,0,3,2,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/file/StaticAssetsTreeDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.file.StaticAssetsTreeDataSourceFactory,class,8,3,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18,0,0,2,0,0,1,0,5,0,3,2,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/file/StaticAssetDescriptionMapDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.file.StaticAssetDescriptionMapDataSourceFactory,class,15,4,1,9,0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,2,2,0,1,0,1,0,0,24,0,0,2,0,0,8,0,7,0,5,2,0,0,0,38,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/EntityImplementations.java,org.broadleafcommerce.cms.admin.client.datasource.EntityImplementations,class,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,10,0,0,12,0,0,0,0,0,10,0,10,0,10,0,0,0,0,23,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/sandbox/SandBoxItemListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.sandbox.SandBoxItemListDataSourceFactory,class,8,2,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,0,16,0,1,0,0,0,2,1,9,0,7,1,0,0,0,31,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/PageTemplateFormListDataSource.java,org.broadleafcommerce.cms.admin.client.datasource.pages.PageTemplateFormListDataSource,class,7,5,5,2,0,0.6,0.6,5,0,3,0,2,0,5,0,0,0,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,29,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/PageTemplateSearchListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.pages.PageTemplateSearchListDataSourceFactory,class,9,3,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,17,0,0,2,0,0,0,0,5,0,3,2,0,0,0,22,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/module/PageTemplateSearchClientEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.pages.module.PageTemplateSearchClientEntityModule$Anonymous1,anonymous,7,8,1,11,6,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,1,0,1,1,0,0,0,29,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/module/PageTemplateSearchClientEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.pages.module.PageTemplateSearchClientEntityModule,class,13,2,2,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0,2,0,2,0,1,0,0,46,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/module/PagesListClientyEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.pages.module.PagesListClientyEntityModule,class,13,4,2,10,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,2,0,1,1,0,5,0,5,2,1,0,0,37,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/module/PagesListClientyEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.pages.module.PagesListClientyEntityModule$Anonymous1,anonymous,7,8,1,11,6,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,0,0,4,0,2,0,2,1,0,0,0,28,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/LocaleListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.pages.LocaleListDataSourceFactory,class,9,3,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,17,0,0,2,0,0,0,0,5,0,3,2,0,0,0,22,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/PageTemplateSearchListDataSource.java,org.broadleafcommerce.cms.admin.client.datasource.pages.PageTemplateSearchListDataSource,class,5,3,7,0,0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,2,0,1,0,0,0,0,22,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/PageTemplateFormListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.pages.PageTemplateFormListDataSourceFactory,class,8,1,1,1,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,11,1,0,0,0,0,0,1,5,1,5,0,0,0,0,24,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/PageDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.pages.PageDataSourceFactory,class,9,3,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,1,0,0,18,0,0,2,0,0,2,0,6,0,4,2,0,0,0,26,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/pages/PageListDataSource.java,org.broadleafcommerce.cms.admin.client.datasource.pages.PageListDataSource,class,5,3,7,0,0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,2,0,1,0,0,0,0,20,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/ProductListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.ProductListDataSourceFactory,class,9,3,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18,0,0,2,0,0,1,0,5,0,3,2,0,0,0,22,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/StructuredContentTypeSearchListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.StructuredContentTypeSearchListDataSourceFactory,class,9,3,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,17,0,0,2,0,0,0,0,5,0,3,2,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/StructuredContentListDataSource.java,org.broadleafcommerce.cms.admin.client.datasource.structure.StructuredContentListDataSource,class,5,3,7,0,0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,2,0,1,0,0,0,0,22,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/TimeDTOListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.TimeDTOListDataSourceFactory,class,9,3,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,17,0,0,2,0,0,0,0,5,0,3,2,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/StructuredContentListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.StructuredContentListDataSourceFactory,class,9,1,1,1,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,0,11,0,0,0,0,0,4,0,6,0,5,0,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/module/StructuredContentItemCriteriaListModule.java,org.broadleafcommerce.cms.admin.client.datasource.structure.module.StructuredContentItemCriteriaListModule,class,14,2,2,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,1,0,3,0,3,0,1,0,0,35,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/module/StructuredContentItemCriteriaListModule.java,org.broadleafcommerce.cms.admin.client.datasource.structure.module.StructuredContentItemCriteriaListModule$Anonymous1,anonymous,4,8,1,7,6,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,0,0,0,0,0,0,0,1,0,0,0,23,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/module/StructuredContentListClientEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.structure.module.StructuredContentListClientEntityModule,class,18,10,2,21,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,7,0,3,4,1,11,1,11,3,2,0,0,57,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/module/StructuredContentListClientEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.structure.module.StructuredContentListClientEntityModule$Anonymous2,anonymous,7,8,1,11,6,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,0,0,4,0,2,0,2,1,0,0,0,28,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/module/StructuredContentListClientEntityModule.java,org.broadleafcommerce.cms.admin.client.datasource.structure.module.StructuredContentListClientEntityModule$Anonymous1,anonymous,7,8,1,11,6,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,1,0,1,1,0,0,0,29,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/CustomerListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.CustomerListDataSourceFactory,class,9,3,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18,0,0,2,0,0,1,0,5,0,3,2,0,0,0,22,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/StructuredContentTypeFormListDataSource.java,org.broadleafcommerce.cms.admin.client.datasource.structure.StructuredContentTypeFormListDataSource,class,7,5,5,2,0,0.6,0.6,5,0,3,0,2,0,5,0,0,0,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,30,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/StructuredContentItemCriteriaListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.StructuredContentItemCriteriaListDataSourceFactory,class,8,3,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,1,0,0,19,0,0,2,0,0,2,0,6,0,4,2,0,0,0,27,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/OrderItemListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.OrderItemListDataSourceFactory,class,9,3,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18,0,0,2,0,0,1,0,5,0,3,2,0,0,0,23,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/StructuredContentTypeFormListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.StructuredContentTypeFormListDataSourceFactory,class,8,1,1,1,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,11,1,0,0,0,0,0,1,5,1,5,0,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/structure/RequestDTOListDataSourceFactory.java,org.broadleafcommerce.cms.admin.client.datasource.structure.RequestDTOListDataSourceFactory,class,9,3,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,17,0,0,2,0,0,0,0,5,0,3,2,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/datasource/CeilingEntities.java,org.broadleafcommerce.cms.admin.client.datasource.CeilingEntities,class,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,14,0,0,16,0,0,0,0,0,14,0,14,0,14,0,0,0,0,34,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/ContentManagementModule.java,org.broadleafcommerce.cms.admin.client.ContentManagementModule,class,7,1,3,12,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,43,0,5,2,5,0,0,0,0,30,1,0
